Description,Inside/Outside,Weapon,Latitude,Longitude,HourBin,cluster
COMMON ASSAULT,Inside,HANDS,39.28932,-76.65077,Morning,1
COMMON ASSAULT,Inside,HANDS,39.26926,-76.66914,Morning,1
ROBBERY - STREET,Inside,FIREARM,39.31147,-76.58383,Morning,-1
COMMON ASSAULT,Inside,HANDS,39.30007,-76.63935,Morning,1
AGG. ASSAULT,Inside,HANDS,39.30029,-76.58519,Morning,-1
COMMON ASSAULT,Inside,HANDS,39.30029,-76.58519,Morning,1
COMMON ASSAULT,Outside,HANDS,39.29127,-76.6111,Morning,13
COMMON ASSAULT,Outside,HANDS,39.31419,-76.68642,Afternoon,5
AGG. ASSAULT,Outside,FIREARM,39.30899,-76.65503,Afternoon,31
COMMON ASSAULT,Outside,HANDS,39.29563,-76.57351,Afternoon,5
ROBBERY - CARJACKING,Outside,FIREARM,39.29838,-76.59441,Afternoon,-1
ROBBERY - STREET,Outside,KNIFE,39.29192,-76.5846,Afternoon,35
AGG. ASSAULT,Inside,HANDS,39.3097,-76.6345,Afternoon,71
AGG. ASSAULT,Outside,OTHER,39.30562,-76.55011,Afternoon,-1
COMMON ASSAULT,Outside,HANDS,39.30562,-76.55011,Afternoon,5
COMMON ASSAULT,Outside,HANDS,39.32039,-76.55223,Afternoon,5
RAPE,Outside,OTHER,39.2826,-76.64718,Afternoon,-1
AGG. ASSAULT,Outside,KNIFE,39.31374,-76.61263,Afternoon,29
ROBBERY - STREET,Outside,FIREARM,39.2912,-76.60458,Afternoon,6
ROBBERY - STREET,Outside,KNIFE,39.29326,-76.57836,Afternoon,35
ROBBERY - STREET,Outside,KNIFE,39.29326,-76.57836,Afternoon,35
COMMON ASSAULT,Inside,HANDS,39.30632,-76.63847,Evening,8
ROBBERY - STREET,Outside,OTHER,39.2877,-76.65563,Evening,-1
COMMON ASSAULT,Outside,HANDS,39.29937,-76.62596,Evening,11
AGG. ASSAULT,Outside,OTHER,39.31074,-76.59296,Evening,10
AGG. ASSAULT,Inside,OTHER,39.31074,-76.59296,Evening,18
ROBBERY - STREET,Outside,FIREARM,39.29646,-76.63089,Evening,9
COMMON ASSAULT,Outside,HANDS,39.28073,-76.62726,Evening,11
ROBBERY - STREET,Outside,FIREARM,39.28652,-76.63735,Evening,9
COMMON ASSAULT,Inside,HANDS,41.52537,-76.65807,Evening,-1
ROBBERY - COMMERCIAL,Inside,FIREARM,39.35632,-76.70277,Evening,-1
COMMON ASSAULT,Inside,HANDS,39.31623,-76.60032,Evening,8
COMMON ASSAULT,Outside,HANDS,39.34579,-76.67867,Evening,11
AGG. ASSAULT,Inside,KNIFE,39.24401,-76.622,Evening,-1
RAPE,Inside,OTHER,39.29738,-76.63356,Evening,-1
COMMON ASSAULT,Inside,HANDS,39.28603,-76.63366,Evening,8
AGG. ASSAULT,Inside,HANDS,39.31175,-76.58861,Evening,19
COMMON ASSAULT,Inside,HANDS,39.31643,-76.57807,Evening,8
COMMON ASSAULT,Outside,HANDS,39.28964,-76.61025,Evening,11
ROBBERY - STREET,Outside,FIREARM,39.33026,-76.70201,Evening,9
AGG. ASSAULT,Inside,KNIFE,39.26157,-76.66657,Evening,-1
ROBBERY - STREET,Outside,FIREARM,39.33907,-76.6599,Evening,9
AGG. ASSAULT,Inside,OTHER,39.30943,-76.62459,Night,32
AGG. ASSAULT,Outside,FIREARM,39.29905,-76.64017,Night,33
AGG. ASSAULT,Outside,FIREARM,39.29905,-76.64017,Night,33
ROBBERY - CARJACKING,Outside,FIREARM,39.29698,-76.65491,Night,-1
COMMON ASSAULT,Inside,HANDS,39.28754,-76.63753,Night,0
COMMON ASSAULT,Inside,HANDS,39.28652,-76.62748,Night,0
COMMON ASSAULT,Inside,HANDS,39.29247,-76.56904,Night,0
AGG. ASSAULT,Outside,OTHER,39.2855,-76.639,Night,3
COMMON ASSAULT,Inside,HANDS,41.58796,-76.57404,Night,-1
COMMON ASSAULT,Inside,HANDS,39.28374,-76.68765,Night,0
ROBBERY - STREET,Outside,FIREARM,39.28424,-76.64671,Morning,-1
ROBBERY - STREET,Outside,KNIFE,39.28958,-76.61382,Morning,-1
COMMON ASSAULT,Inside,HANDS,39.28713,-76.63944,Morning,1
ROBBERY - COMMERCIAL,Inside,OTHER,39.35508,-76.60991,Morning,-1
ROBBERY - STREET,Outside,KNIFE,39.29596,-76.67581,Morning,-1
ROBBERY - STREET,Outside,KNIFE,39.36818,-76.56682,Morning,-1
ROBBERY - CARJACKING,Outside,FIREARM,39.30577,-76.53683,Morning,-1
ROBBERY - STREET,Outside,KNIFE,39.2833,-76.63992,Morning,-1
AGG. ASSAULT,Inside,KNIFE,39.27258,-76.67508,Morning,-1
COMMON ASSAULT,Inside,HANDS,39.31086,-76.62512,Morning,1
AGG. ASSAULT,Outside,KNIFE,39.24666,-76.62526,Morning,-1
AGG. ASSAULT,Outside,KNIFE,39.3453,-76.68142,Morning,-1
COMMON ASSAULT,Inside,HANDS,39.36923,-76.56794,Afternoon,7
ROBBERY - COMMERCIAL,Inside,FIREARM,39.34668,-76.68876,Afternoon,-1
AGG. ASSAULT,Outside,KNIFE,39.28735,-76.59933,Afternoon,29
COMMON ASSAULT,Outside,HANDS,39.23851,-76.60482,Afternoon,5
COMMON ASSAULT,Outside,HANDS,39.23851,-76.60482,Afternoon,5
COMMON ASSAULT,Outside,HANDS,39.26944,-76.59492,Afternoon,5
AGG. ASSAULT,Outside,OTHER,39.29259,-76.56599,Afternoon,16
COMMON ASSAULT,Inside,HANDS,39.29393,-76.65987,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.32362,-76.57359,Afternoon,7
ROBBERY - STREET,Outside,FIREARM,39.36139,-76.55362,Afternoon,-1
AGG. ASSAULT,Outside,OTHER,39.287,-76.65083,Afternoon,16
ROBBERY - STREET,Outside,OTHER,39.28963,-76.61338,Evening,41
ROBBERY - STREET,Outside,KNIFE,39.29613,-76.56868,Evening,27
AGG. ASSAULT,Inside,HANDS,39.35536,-76.57875,Evening,-1
AGG. ASSAULT,Outside,FIREARM,39.30078,-76.62641,Evening,21
AGG. ASSAULT,Inside,OTHER,39.29469,-76.59701,Evening,18
ROBBERY - CARJACKING,Outside,FIREARM,39.28745,-76.54757,Evening,-1
ROBBERY - STREET,Outside,FIREARM,39.33358,-76.69634,Evening,9
COMMON ASSAULT,Inside,HANDS,39.3674,-76.5723,Evening,8
ROBBERY - STREET,Outside,FIREARM,39.26644,-76.58646,Evening,-1
ROBBERY - STREET,Outside,OTHER,39.2947,-76.57558,Evening,34
AGG. ASSAULT,Inside,OTHER,39.29451,-76.70249,Evening,-1
COMMON ASSAULT,Inside,HANDS,39.22939,-76.60346,Evening,8
COMMON ASSAULT,Inside,HANDS,39.33562,-76.56201,Evening,8
AGG. ASSAULT,Inside,KNIFE,39.3157,-76.63618,Night,36
COMMON ASSAULT,Outside,HANDS,39.27902,-76.65925,Night,26
AGG. ASSAULT,Inside,OTHER,39.34074,-76.70103,Night,-1
COMMON ASSAULT,Outside,HANDS,39.29772,-76.6161,Night,26
AGG. ASSAULT,Outside,KNIFE,39.28243,-76.59288,Night,4
AGG. ASSAULT,Outside,KNIFE,39.28243,-76.59288,Night,4
AGG. ASSAULT,Outside,FIREARM,39.30521,-76.59804,Night,33
AGG. ASSAULT,Inside,HANDS,39.31339,-76.61191,Night,60
AGG. ASSAULT,Inside,FIREARM,39.30052,-76.66522,Night,-1
COMMON ASSAULT,Outside,HANDS,39.2936,-76.5688,Night,26
ROBBERY - STREET,Inside,FIREARM,39.34242,-76.6459,Night,-1
COMMON ASSAULT,Inside,HANDS,39.30549,-76.57568,Night,0
ROBBERY - STREET,Outside,KNIFE,39.28121,-76.5944,Night,-1
COMMON ASSAULT,Inside,HANDS,39.29656,-76.64285,Morning,1
COMMON ASSAULT,Inside,HANDS,39.2972,-76.68616,Morning,1
AGG. ASSAULT,Outside,KNIFE,39.35448,-76.66237,Morning,-1
COMMON ASSAULT,Outside,HANDS,39.32487,-76.56206,Morning,13
COMMON ASSAULT,Outside,HANDS,39.29303,-76.61816,Morning,13
COMMON ASSAULT,Inside,HANDS,39.30588,-76.58553,Morning,1
COMMON ASSAULT,Outside,HANDS,39.29127,-76.6111,Afternoon,5
COMMON ASSAULT,Outside,HANDS,39.26896,-76.66952,Afternoon,5
COMMON ASSAULT,Inside,HANDS,39.28648,-76.65106,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.33868,-76.67925,Afternoon,7
AGG. ASSAULT,Outside,FIREARM,39.30036,-76.59931,Afternoon,31
AGG. ASSAULT,Outside,FIREARM,39.30036,-76.59931,Afternoon,31
ROBBERY - STREET,Outside,KNIFE,39.25541,-76.64279,Afternoon,-1
ROBBERY - STREET,Outside,KNIFE,39.28939,-76.57604,Afternoon,35
ROBBERY - STREET,Outside,FIREARM,39.33697,-76.57307,Afternoon,6
ROBBERY - STREET,Outside,KNIFE,39.28939,-76.57604,Afternoon,35
AGG. ASSAULT,Outside,KNIFE,39.2955,-76.65051,Afternoon,29
ROBBERY - STREET,Outside,FIREARM,39.34913,-76.5345,Afternoon,-1
AGG. ASSAULT,Outside,OTHER,39.308,-76.64488,Afternoon,16
COMMON ASSAULT,Inside,HANDS,39.30667,-76.62828,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.26776,-76.6589,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.35807,-76.60058,Evening,8
AGG. ASSAULT,Outside,KNIFE,39.30019,-76.60341,Evening,17
COMMON ASSAULT,Outside,HANDS,39.24591,-76.62035,Evening,11
COMMON ASSAULT,Inside,HANDS,39.32201,-76.54863,Evening,8
ROBBERY - STREET,Outside,FIREARM,39.29445,-76.61545,Evening,9
COMMON ASSAULT,Inside,HANDS,39.31378,-76.63135,Evening,8
COMMON ASSAULT,Outside,HANDS,39.3183,-76.60366,Evening,11
COMMON ASSAULT,Outside,HANDS,39.3183,-76.60366,Evening,11
COMMON ASSAULT,Outside,HANDS,39.3183,-76.60366,Evening,11
COMMON ASSAULT,Outside,HANDS,39.3183,-76.60366,Evening,11
COMMON ASSAULT,Outside,HANDS,39.3183,-76.60366,Evening,11
COMMON ASSAULT,Outside,HANDS,39.28376,-76.58853,Evening,11
AGG. ASSAULT,Inside,KNIFE,39.28616,-76.58878,Evening,12
ROBBERY - STREET,Outside,FIREARM,39.27289,-76.60784,Evening,9
AGG. ASSAULT,Outside,OTHER,39.2956,-76.63996,Afternoon,16
COMMON ASSAULT,Inside,HANDS,39.26268,-76.63751,Afternoon,7
ROBBERY - RESIDENCE,Inside,FIREARM,39.29736,-76.57436,Night,-1
ROBBERY - CARJACKING,Outside,FIREARM,39.31402,-76.64578,Night,-1
AGG. ASSAULT,Inside,KNIFE,39.2939,-76.62131,Night,36
COMMON ASSAULT,Inside,HANDS,39.27408,-76.62769,Night,0
COMMON ASSAULT,Inside,HANDS,39.30625,-76.67218,Night,0
AGG. ASSAULT,Outside,FIREARM,39.29763,-76.58415,Morning,-1
COMMON ASSAULT,Inside,HANDS,39.29721,-76.66511,Morning,1
COMMON ASSAULT,Inside,HANDS,39.32312,-76.56486,Morning,1
ROBBERY - STREET,Outside,KNIFE,39.22788,-76.59387,Morning,-1
COMMON ASSAULT,Outside,HANDS,39.28829,-76.62367,Morning,13
COMMON ASSAULT,Inside,HANDS,39.3041,-76.58666,Morning,1
COMMON ASSAULT,Inside,HANDS,41.5156,-76.67117,Morning,-1
COMMON ASSAULT,Inside,HANDS,39.35952,-76.58856,Morning,1
COMMON ASSAULT,Inside,HANDS,39.30127,-76.58392,Morning,1
ROBBERY - STREET,Outside,FIREARM,39.29156,-76.59368,Morning,14
COMMON ASSAULT,Inside,HANDS,39.29982,-76.63738,Morning,1
COMMON ASSAULT,Inside,HANDS,39.33109,-76.66023,Morning,1
ROBBERY - CARJACKING,Outside,FIREARM,39.28683,-76.58872,Afternoon,-1
ROBBERY - CARJACKING,Outside,FIREARM,39.31374,-76.62907,Afternoon,-1
AGG. ASSAULT,Outside,OTHER,39.31266,-76.5831,Afternoon,16
COMMON ASSAULT,Inside,HANDS,39.26036,-76.66604,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.33146,-76.6958,Afternoon,7
COMMON ASSAULT,Outside,HANDS,39.32514,-76.62165,Afternoon,5
ROBBERY - STREET,Outside,OTHER,39.33179,-76.59539,Afternoon,-1
COMMON ASSAULT,Outside,HANDS,39.31148,-76.58453,Afternoon,5
AGG. ASSAULT,Outside,KNIFE,39.30652,-76.63113,Afternoon,29
ROBBERY - STREET,Outside,KNIFE,39.32074,-76.57477,Afternoon,-1
COMMON ASSAULT,Inside,HANDS,39.29837,-76.63863,Evening,8
ROBBERY - STREET,Outside,FIREARM,39.29707,-76.57367,Evening,9
ROBBERY - COMMERCIAL,Inside,FIREARM,39.30878,-76.62557,Evening,37
ROBBERY - STREET,Outside,FIREARM,39.29529,-76.59129,Evening,9
AGG. ASSAULT,Inside,OTHER,39.28673,-76.56491,Evening,18
ROBBERY - CARJACKING,Outside,FIREARM,39.30702,-76.61211,Evening,-1
ROBBERY - COMMERCIAL,Inside,FIREARM,39.34126,-76.63961,Evening,-1
COMMON ASSAULT,Inside,HANDS,39.35895,-76.57134,Evening,8
ROBBERY - STREET,Outside,FIREARM,39.28601,-76.60044,Evening,9
AGG. ASSAULT,Outside,KNIFE,39.33603,-76.67541,Evening,38
ROBBERY - COMMERCIAL,Inside,FIREARM,39.31887,-76.62474,Evening,37
ROBBERY - STREET,Outside,FIREARM,39.29171,-76.58916,Evening,9
COMMON ASSAULT,Outside,HANDS,39.30705,-76.63022,Evening,11
COMMON ASSAULT,Outside,HANDS,39.29268,-76.58043,Evening,11
COMMON ASSAULT,Outside,HANDS,39.31715,-76.6095,Evening,11
ROBBERY - STREET,Outside,FIREARM,39.33441,-76.62042,Evening,9
ROBBERY - STREET,Outside,FIREARM,39.33441,-76.62042,Evening,9
ROBBERY - COMMERCIAL,Inside,FIREARM,39.27507,-76.66768,Evening,-1
AGG. ASSAULT,Outside,FIREARM,39.33812,-76.59816,Evening,21
ROBBERY - RESIDENCE,Inside,FIREARM,39.29527,-76.57479,Evening,-1
ROBBERY - STREET,Outside,FIREARM,39.29555,-76.61827,Evening,9
ROBBERY - STREET,Outside,FIREARM,39.29555,-76.61827,Evening,9
ROBBERY - STREET,Outside,FIREARM,39.30883,-76.61471,Evening,9
AGG. ASSAULT,Inside,HANDS,39.29592,-76.57924,Evening,19
ROBBERY - STREET,Outside,FIREARM,39.29482,-76.58349,Evening,9
ROBBERY - RESIDENCE,Inside,FIREARM,39.32458,-76.59263,Evening,-1
ROBBERY - STREET,Inside,FIREARM,39.32458,-76.59263,Evening,-1
COMMON ASSAULT,Outside,HANDS,39.28372,-76.56317,Evening,11
ROBBERY - STREET,Outside,FIREARM,39.35439,-76.53115,Evening,9
ROBBERY - COMMERCIAL,Outside,FIREARM,39.35439,-76.53115,Evening,-1
ROBBERY - STREET,Outside,FIREARM,39.28741,-76.58547,Evening,9
ROBBERY - CARJACKING,Outside,FIREARM,39.25561,-76.65194,Evening,-1
ROBBERY - RESIDENCE,Inside,FIREARM,39.33983,-76.60328,Evening,-1
ROBBERY - RESIDENCE,Inside,FIREARM,39.33983,-76.60328,Evening,-1
ROBBERY - COMMERCIAL,Inside,FIREARM,39.29743,-76.60242,Morning,-1
COMMON ASSAULT,Inside,HANDS,39.33786,-76.6678,Morning,1
COMMON ASSAULT,Outside,HANDS,39.32441,-76.54079,Morning,-1
COMMON ASSAULT,Inside,HANDS,39.32506,-76.54406,Morning,1
COMMON ASSAULT,Inside,HANDS,39.32506,-76.54406,Morning,1
AGG. ASSAULT,Inside,KNIFE,39.33364,-76.55604,Morning,-1
AGG. ASSAULT,Outside,KNIFE,39.23852,-76.60953,Morning,-1
COMMON ASSAULT,Inside,HANDS,39.29637,-76.64852,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.31431,-76.63953,Afternoon,7
COMMON ASSAULT,Outside,HANDS,39.29507,-76.70451,Afternoon,5
ROBBERY - CARJACKING,Outside,FIREARM,39.33299,-76.63656,Night,-1
COMMON ASSAULT,Inside,HANDS,39.27886,-76.55441,Night,0
COMMON ASSAULT,Inside,HANDS,39.27886,-76.55441,Night,0
AGG. ASSAULT,Outside,OTHER,39.34221,-76.68251,Night,-1
AGG. ASSAULT,Outside,OTHER,39.31235,-76.66598,Night,-1
COMMON ASSAULT,Inside,HANDS,39.29529,-76.59129,Night,0
AGG. ASSAULT,Outside,FIREARM,39.28467,-76.62713,Night,33
ROBBERY - COMMERCIAL,Inside,FIREARM,39.27101,-76.6798,Night,-1
ROBBERY - STREET,Outside,FIREARM,39.3145,-76.62947,Night,2
COMMON ASSAULT,Inside,HANDS,39.28218,-76.61416,Night,0
COMMON ASSAULT,Inside,HANDS,39.27408,-76.62769,Night,0
COMMON ASSAULT,Inside,HANDS,39.26243,-76.6333,Morning,1
COMMON ASSAULT,Outside,HANDS,39.35497,-76.55914,Morning,-1
ROBBERY - CARJACKING,Outside,KNIFE,39.30346,-76.64184,Morning,-1
RAPE,Inside,OTHER,39.34735,-76.66887,Morning,-1
ROBBERY - RESIDENCE,Inside,OTHER,39.28215,-76.62791,Morning,-1
COMMON ASSAULT,Outside,HANDS,39.3072,-76.63368,Afternoon,5
AGG. ASSAULT,Outside,OTHER,39.28416,-76.57703,Afternoon,16
ROBBERY - CARJACKING,Outside,FIREARM,39.30883,-76.61471,Afternoon,-1
AGG. ASSAULT,Inside,HANDS,39.3189,-76.5516,Afternoon,-1
AGG. ASSAULT,Outside,FIREARM,39.36122,-76.71037,Afternoon,-1
ROBBERY - STREET,Outside,KNIFE,39.29127,-76.62595,Afternoon,39
ROBBERY - STREET,Outside,FIREARM,39.30911,-76.58937,Evening,9
ROBBERY - STREET,Outside,OTHER,39.28325,-76.64263,Evening,-1
COMMON ASSAULT,Outside,HANDS,39.28763,-76.59149,Evening,11
AGG. ASSAULT,Inside,FIREARM,39.34445,-76.68562,Evening,-1
COMMON ASSAULT,Outside,HANDS,39.32922,-76.56411,Evening,11
ROBBERY - STREET,Outside,FIREARM,39.25137,-76.61498,Evening,-1
AGG. ASSAULT,Outside,OTHER,39.29554,-76.67397,Evening,10
COMMON ASSAULT,Inside,HANDS,39.27273,-76.53055,Evening,8
COMMON ASSAULT,Outside,HANDS,39.29502,-76.6641,Evening,11
COMMON ASSAULT,Outside,HANDS,39.34533,-76.67691,Evening,11
COMMON ASSAULT,Inside,HANDS,39.29389,-76.58415,Evening,8
COMMON ASSAULT,Outside,HANDS,39.31374,-76.61263,Evening,11
AGG. ASSAULT,Outside,FIREARM,39.25266,-76.61681,Evening,-1
ROBBERY - COMMERCIAL,Inside,FIREARM,39.28533,-76.59344,Evening,40
ROBBERY - STREET,Outside,FIREARM,39.29282,-76.62114,Evening,9
ROBBERY - CARJACKING,Outside,FIREARM,39.29298,-76.57189,Evening,-1
ROBBERY - CARJACKING,Outside,FIREARM,39.29298,-76.57189,Evening,-1
RAPE,Outside,OTHER,39.31679,-76.59533,Evening,-1
ROBBERY - STREET,Outside,FIREARM,39.30109,-76.61992,Evening,9
COMMON ASSAULT,Inside,HANDS,39.2973,-76.58003,Evening,8
COMMON ASSAULT,Inside,HANDS,39.33753,-76.66882,Evening,8
ROBBERY - STREET,Outside,FIREARM,39.34385,-76.54854,Night,2
COMMON ASSAULT,Inside,HANDS,39.35071,-76.55982,Night,0
ROBBERY - STREET,Outside,KNIFE,39.35952,-76.58856,Night,-1
COMMON ASSAULT,Inside,HANDS,39.23606,-76.60161,Night,0
COMMON ASSAULT,Inside,HANDS,39.22771,-76.59953,Night,0
COMMON ASSAULT,Inside,HANDS,39.29304,-76.57037,Night,0
AGG. ASSAULT,Outside,KNIFE,39.2812,-76.535,Night,-1
RAPE,Inside,OTHER,39.36276,-76.67607,Night,-1
COMMON ASSAULT,Inside,HANDS,39.27408,-76.62769,Night,0
ROBBERY - STREET,Outside,FIREARM,39.32714,-76.68161,Morning,-1
AGG. ASSAULT,Outside,OTHER,39.26157,-76.66657,Morning,-1
ROBBERY - STREET,Outside,FIREARM,39.31715,-76.68513,Morning,-1
AGG. ASSAULT,Inside,FIREARM,39.34988,-76.66985,Morning,-1
AGG. ASSAULT,Inside,OTHER,39.28357,-76.64497,Morning,15
AGG. ASSAULT,Outside,OTHER,39.29677,-76.62629,Morning,25
AGG. ASSAULT,Inside,OTHER,39.28251,-76.64747,Morning,15
COMMON ASSAULT,Outside,HANDS,39.22306,-76.58718,Afternoon,5
ROBBERY - STREET,Outside,FIREARM,39.28126,-76.65319,Afternoon,6
COMMON ASSAULT,Outside,HANDS,39.32389,-76.59427,Afternoon,5
COMMON ASSAULT,Outside,HANDS,39.28573,-76.59057,Afternoon,5
AGG. ASSAULT,Inside,HANDS,39.29388,-76.65975,Afternoon,-1
COMMON ASSAULT,Inside,HANDS,39.23225,-76.59772,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.30253,-76.59469,Afternoon,7
AGG. ASSAULT,Outside,KNIFE,39.28206,-76.57885,Afternoon,29
AGG. ASSAULT,Outside,KNIFE,39.28206,-76.57885,Afternoon,29
ROBBERY - STREET,Outside,FIREARM,39.35772,-76.67845,Afternoon,-1
ROBBERY - STREET,Outside,OTHER,39.29869,-76.62304,Evening,41
COMMON ASSAULT,Inside,HANDS,39.2743,-76.69749,Evening,8
AGG. ASSAULT,Outside,OTHER,39.33386,-76.61136,Evening,10
COMMON ASSAULT,Inside,HANDS,39.3013,-76.62981,Evening,8
ROBBERY - COMMERCIAL,Inside,FIREARM,39.28566,-76.59198,Evening,40
AGG. ASSAULT,Outside,FIREARM,39.34668,-76.66644,Evening,21
AGG. ASSAULT,Outside,FIREARM,39.23385,-76.59812,Evening,30
ROBBERY - STREET,Outside,OTHER,39.28552,-76.59524,Evening,34
AGG. ASSAULT,Outside,OTHER,39.2836,-76.64222,Evening,10
COMMON ASSAULT,Inside,HANDS,39.30573,-76.61856,Evening,8
COMMON ASSAULT,Inside,HANDS,39.30492,-76.58708,Evening,8
ROBBERY - STREET,Outside,FIREARM,39.28745,-76.54757,Evening,9
AGG. ASSAULT,Inside,OTHER,39.3072,-76.63368,Evening,18
AGG. ASSAULT,Outside,FIREARM,39.34047,-76.58258,Evening,-1
COMMON ASSAULT,Outside,HANDS,39.35844,-76.5794,Evening,11
ROBBERY - STREET,Outside,FIREARM,39.28925,-76.59426,Evening,9
COMMON ASSAULT,Inside,HANDS,39.30173,-76.65433,Evening,8
COMMON ASSAULT,Outside,HANDS,39.28338,-76.59353,Evening,11
ROBBERY - STREET,Outside,FIREARM,39.27684,-76.69908,Night,-1
COMMON ASSAULT,Inside,HANDS,39.29862,-76.68241,Night,0
ROBBERY - RESIDENCE,Inside,OTHER,39.27833,-76.6576,Night,-1
ROBBERY - STREET,Outside,FIREARM,39.28081,-76.65414,Night,2
ROBBERY - STREET,Outside,KNIFE,39.28081,-76.65414,Night,-1
ROBBERY - RESIDENCE,Inside,FIREARM,39.22859,-76.60303,Night,-1
COMMON ASSAULT,Inside,HANDS,39.29367,-76.58265,Morning,1
AGG. ASSAULT,Outside,OTHER,39.30298,-76.60495,Morning,25
COMMON ASSAULT,Inside,HANDS,39.27713,-76.66396,Morning,1
COMMON ASSAULT,Inside,HANDS,39.31003,-76.67597,Morning,1
COMMON ASSAULT,Inside,HANDS,39.31003,-76.67597,Morning,1
COMMON ASSAULT,Inside,HANDS,39.29053,-76.61395,Morning,1
COMMON ASSAULT,Outside,HANDS,39.32714,-76.61759,Morning,13
AGG. ASSAULT,Outside,KNIFE,39.32002,-76.61087,Afternoon,29
COMMON ASSAULT,Inside,HANDS,39.28054,-76.63333,Afternoon,7
AGG. ASSAULT,Inside,OTHER,39.23286,-76.59326,Afternoon,20
COMMON ASSAULT,Inside,HANDS,39.317,-76.57805,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.35083,-76.60894,Afternoon,7
AGG. ASSAULT,Outside,OTHER,39.26743,-76.65163,Afternoon,16
AGG. ASSAULT,Outside,OTHER,39.27943,-76.53313,Afternoon,-1
ROBBERY - STREET,Inside,OTHER,39.29293,-76.62254,Afternoon,-1
AGG. ASSAULT,Outside,OTHER,39.28311,-76.57844,Afternoon,16
COMMON ASSAULT,Inside,HANDS,39.29168,-76.56932,Afternoon,7
COMMON ASSAULT,Outside,HANDS,39.3089,-76.58575,Afternoon,5
COMMON ASSAULT,Inside,HANDS,39.29947,-76.68622,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.3307,-76.61496,Afternoon,7
ROBBERY - STREET,Outside,FIREARM,39.29267,-76.59374,Afternoon,6
AGG. ASSAULT,Outside,OTHER,39.27812,-76.53154,Afternoon,-1
ROBBERY - STREET,Outside,FIREARM,39.29589,-76.58215,Afternoon,6
ROBBERY - STREET,Outside,FIREARM,39.29589,-76.58215,Afternoon,6
COMMON ASSAULT,Inside,HANDS,39.30879,-76.58777,Afternoon,7
AGG. ASSAULT,Inside,KNIFE,39.3307,-76.61496,Evening,12
COMMON ASSAULT,Outside,HANDS,39.26639,-76.65022,Evening,11
COMMON ASSAULT,Outside,HANDS,39.31426,-76.58954,Evening,11
ROBBERY - COMMERCIAL,Inside,FIREARM,39.35929,-76.70662,Evening,-1
AGG. ASSAULT,Inside,FIREARM,39.34256,-76.66114,Evening,-1
AGG. ASSAULT,Outside,OTHER,39.28583,-76.57652,Evening,10
AGG. ASSAULT,Outside,OTHER,39.28583,-76.57652,Evening,10
AGG. ASSAULT,Outside,OTHER,39.28583,-76.57652,Evening,10
COMMON ASSAULT,Outside,HANDS,39.34035,-76.54847,Evening,11
COMMON ASSAULT,Outside,HANDS,39.28526,-76.60126,Evening,11
AGG. ASSAULT,Outside,KNIFE,39.29484,-76.65325,Evening,17
ROBBERY - STREET,Outside,FIREARM,39.29095,-76.63624,Evening,9
AGG. ASSAULT,Inside,FIREARM,39.33112,-76.69084,Evening,-1
ROBBERY - STREET,Outside,FIREARM,39.297,-76.57939,Evening,9
AGG. ASSAULT,Inside,HANDS,39.22261,-76.58663,Evening,-1
AGG. ASSAULT,Inside,FIREARM,39.28766,-76.59815,Evening,54
COMMON ASSAULT,Outside,HANDS,39.29241,-76.61408,Evening,11
AGG. ASSAULT,Inside,HANDS,39.22774,-76.60032,Evening,-1
ROBBERY - STREET,Outside,OTHER,39.31445,-76.6152,Night,-1
COMMON ASSAULT,Outside,HANDS,39.27916,-76.6674,Night,26
COMMON ASSAULT,Inside,HANDS,39.3315,-76.60563,Night,0
RAPE,Outside,OTHER,39.33743,-76.67185,Night,-1
COMMON ASSAULT,Inside,HANDS,39.22946,-76.60059,Night,0
COMMON ASSAULT,Inside,HANDS,39.27003,-76.60566,Night,0
COMMON ASSAULT,Inside,HANDS,39.30808,-76.64809,Night,0
COMMON ASSAULT,Inside,HANDS,39.29006,-76.6301,Night,0
AGG. ASSAULT,Outside,OTHER,39.25614,-76.653,Night,-1
ROBBERY - STREET,Outside,FIREARM,39.35505,-76.70855,Morning,-1
ROBBERY - STREET,Outside,FIREARM,39.30977,-76.60289,Morning,14
AGG. ASSAULT,Inside,KNIFE,39.36479,-76.57221,Morning,-1
COMMON ASSAULT,Inside,HANDS,39.29658,-76.59752,Morning,1
COMMON ASSAULT,Outside,HANDS,39.35975,-76.60188,Morning,81
COMMON ASSAULT,Inside,HANDS,39.3216,-76.60782,Morning,1
COMMON ASSAULT,Inside,HANDS,39.3216,-76.60782,Morning,1
COMMON ASSAULT,Inside,HANDS,39.28719,-76.63462,Morning,1
AGG. ASSAULT,Inside,HANDS,39.2269,-76.58698,Morning,-1
COMMON ASSAULT,Inside,HANDS,39.29278,-76.57477,Morning,1
